"trend","number","account","priority","sys_created_on","resolved_at","TTR_seconds","TTR","SLA_Business_Time_seconds","SLA_Business_Time","SLA_Duration_seconds","SLA_Duration","short_description"
"Performance / outage / errors","CS1688222","South Tees Hospitals NHS Foundation Trust","3 - Medium","13/11/2025 15:07:34","25/11/2025 11:22:30","1023296","11 days, 20 hrs, 14 mins","25099.0","6 hrs, 58 mins","25099.0","6 hrs, 58 mins","Symphony running very slowly"
"Performance / outage / errors","CS1688374","Betsi Cadwaladr University Healthboard","3 - Medium","14/11/2025 03:34:08","17/11/2025 14:43:49","299381","3 days, 11 hrs, 9 mins","14685.0","4 hrs, 4 mins","15096.0","4 hrs, 11 mins","Symphony Down - all terminals"
"DAD / HL7 / interface messaging","CS1688440","Gibraltar Health Authority (GHA)","4 - Low","14/11/2025 08:56:42","19/11/2025 13:51:30","449688","5 days, 4 hrs, 54 mins","102701.0","1 days, 4 hrs, 31 mins","448499.0","5 days, 4 hrs, 34 mins","Patient with 770 episodes causing lag in system "
"DAD / HL7 / interface messaging","CS1689088","Wye Valley NHS Trust","3 - Medium","14/11/2025 17:29:08","14/11/2025 17:42:31","803","0 days, 0 hrs, 13 mins","0.0","","803.0","13 mins","DAD Restart"
"DAD / HL7 / interface messaging","CS1689146","Health Service Executive","3 - Medium","16/11/2025 11:12:51","16/11/2025 12:18:09","3918","0 days, 1 hrs, 5 mins","0.0","","2363.0","39 mins","Patients are not coming in from IPMS"
"DAD / HL7 / interface messaging","CS1689237","University Hospital Southampton NHS Foundation Trust","3 - Medium","17/11/2025 09:31:04","17/11/2025 15:37:17","21973","0 days, 6 hrs, 6 mins","21972.0","6 hrs, 6 mins","21972.0","6 hrs, 6 mins","Stuck Messages in DAB Outbound Queue. "
"Audit / IG / access investigation","CS1689547","Betsi Cadwaladr University Healthboard","3 - Medium","17/11/2025 12:24:13","",,"","","","","","system failure "
"Audit / IG / access investigation","CS1689583","Western Health and Social Care Trust","4 - Low","17/11/2025 12:53:40","17/11/2025 15:22:00","8900","0 days, 2 hrs, 28 mins","","","","","Staff audit"
"Audit / IG / access investigation","CS1690248","Torbay and South Devon NHS Foundation Trust","3 - Medium","18/11/2025 11:18:04","01/12/2025 13:44:54","1132010","13 days, 2 hrs, 26 mins","268010.0","3 days, 2 hrs, 26 mins","1132010.0","13 days, 2 hrs, 26 mins","Security vulnerabilities on Symphony servers"
"Audit / IG / access investigation","CS1690600","North West Anglia NHS Foundation Trust","3 - Medium","18/11/2025 15:41:41","19/11/2025 10:26:22","67481","0 days, 18 hrs, 44 mins","8371.0","2 hrs, 19 mins","65324.0","18 hrs, 8 mins","Diagnosis lookup not populating in symphony (correctly/reliably)"
"DAD / HL7 / interface messaging","CS1691430","Wye Valley NHS Trust","2 - High","20/11/2025 04:39:09","20/11/2025 05:03:25","1456","0 days, 0 hrs, 24 mins","1455.0","24 mins","1455.0","24 mins","Symphony down"
"Audit / IG / access investigation","CS1691479","Bedford Hospital NHS Trust","4 - Low","20/11/2025 09:11:15","16/12/2025 11:12:57","2253702","26 days, 2 hrs, 1 mins","375877.0","4 days, 8 hrs, 24 mins","1412677.0","16 days, 8 hrs, 24 mins","A&E episode does not go through to iPM"
"Audit / IG / access investigation","CS1691662","Norfolk and Norwich University Hospitals NHS Foundation Trust","4 - Low","20/11/2025 10:51:36","21/11/2025 10:51:59","86423","1 days, 0 hrs, 0 mins","16950.0","4 hrs, 42 mins","16950.0","4 hrs, 42 mins","Patient audit"
"Audit / IG / access investigation","CS1691956","Tallaght University Hospital","4 - Low","20/11/2025 14:09:57","31/12/2025 02:54:29","3501872","40 days, 12 hrs, 44 mins","229058.0","2 days, 15 hrs, 37 mins","689858.0","7 days, 23 hrs, 37 mins","TUH REF 745300 - DAD Queue Outbound - Suspended Status"
"DAD / HL7 / interface messaging","CS1691974","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","3 - Medium","20/11/2025 14:22:47","20/11/2025 14:26:40","233","0 days, 0 hrs, 3 mins","233.0","3 mins","233.0","3 mins","Messages Stuck"
"DAD / HL7 / interface messaging","CS1692121","South Tees Hospitals NHS Foundation Trust","3 - Medium","20/11/2025 16:22:55","20/11/2025 17:16:36","3221","0 days, 0 hrs, 53 mins","2225.0","37 mins","3221.0","53 mins","Restart of Live DAD required"
"DAD / HL7 / interface messaging","CS1692395","South Tees Hospitals NHS Foundation Trust","3 - Medium","21/11/2025 10:28:24","21/11/2025 15:01:18","16374","0 days, 4 hrs, 32 mins","15965.0","4 hrs, 26 mins","15965.0","4 hrs, 26 mins","Restart of Live Symphony DAD required"
"DAD / HL7 / interface messaging","CS1692455","Swansea Bay University Health Board","3 - Medium","21/11/2025 11:07:24","24/11/2025 13:27:18","267594","3 days, 2 hrs, 19 mins","33290.0","9 hrs, 14 mins","260242.0","3 days, 17 mins","DAD outbound messages queuing"
"DAD / HL7 / interface messaging","CS1692694","Health Service Executive","3 - Medium","21/11/2025 14:48:48","05/12/2025 00:29:28","1158040","13 days, 9 hrs, 40 mins","5564.0","1 hrs, 32 mins","5564.0","1 hrs, 32 mins","Can't print patient labels — NAAS"
"DAD / HL7 / interface messaging","CS1692862","Wye Valley NHS Trust","2 - High","23/11/2025 11:59:10","23/11/2025 12:54:39","3329","0 days, 0 hrs, 55 mins","3329.0","55 mins","3329.0","55 mins","DAD restart required"
"Audit / IG / access investigation","CS1693468","North West Anglia NHS Foundation Trust","3 - Medium","24/11/2025 14:31:45","24/12/2025 15:09:18","2594253","30 days, 0 hrs, 37 mins","205270.0","2 days, 9 hrs, 1 mins","957498.0","11 days, 1 hrs, 58 mins","repeated locks via DAD on attendance/reception"
"Audit / IG / access investigation","CS1693472","North West Anglia NHS Foundation Trust","4 - Low","24/11/2025 14:36:40","05/12/2025 08:05:21","926921","10 days, 17 hrs, 28 mins","126072.0","1 days, 11 hrs, 1 mins","635419.0","7 days, 8 hrs, 30 mins","overwrite test DB"
"Audit / IG / access investigation","CS1693659","Health Service Executive","4 - Low","24/11/2025 21:26:09","03/12/2025 15:43:12","757023","8 days, 18 hrs, 17 mins","30248.0","8 hrs, 24 mins","202132.0","2 days, 8 hrs, 8 mins","Printing Older Records"
"DAD / HL7 / interface messaging","CS1695294","University Hospital Southampton NHS Foundation Trust","3 - Medium","27/11/2025 09:55:26","15/12/2025 12:06:50","1563084","18 days, 2 hrs, 11 mins","143935.0","1 days, 15 hrs, 58 mins","547135.0","6 days, 7 hrs, 58 mins","Discharge summary stuck in the queue - unable to proceed"
"Audit / IG / access investigation","CS1695721","Leeds Teaching Hospitals NHS Trust","3 - Medium","27/11/2025 14:54:18","28/11/2025 12:31:54","77856","0 days, 21 hrs, 37 mins","34656.0","9 hrs, 37 mins","77856.0","21 hrs, 37 mins","IG audit request"
"Audit / IG / access investigation","CS1696131","Swansea Bay University Health Board","3 - Medium","28/11/2025 11:00:24","16/12/2025 13:33:39","1564395","18 days, 2 hrs, 33 mins","135622.0","1 days, 13 hrs, 40 mins","303022.0","3 days, 12 hrs, 10 mins","Increased inbound messages to DHCW"
"DAD / HL7 / interface messaging","CS1696308","Aneurin Bevan University Healthboard","4 - Low","28/11/2025 13:03:55","03/12/2025 10:08:09","421454","4 days, 21 hrs, 4 mins","71765.0","19 hrs, 56 mins","361392.0","4 days, 4 hrs, 23 mins","Error message when trying to batch print"
"Audit / IG / access investigation","CS1696807","Aneurin Bevan University Healthboard","3 - Medium","01/12/2025 10:16:41","05/12/2025 08:25:54","338953","3 days, 22 hrs, 9 mins","4913.0","1 hrs, 21 mins","60467.0","16 hrs, 47 mins","Batch Printing Error"
"Audit / IG / access investigation","CS1697294","Western Sussex Hospitals NHS Trust","4 - Low","01/12/2025 15:03:31","",,"","","","","","Request and Outcome Not Working"
"Audit / IG / access investigation","CS1697540","North West Anglia NHS Foundation Trust","3 - Medium","02/12/2025 09:09:22","02/12/2025 13:36:55","16053","0 days, 4 hrs, 27 mins","8910.0","2 hrs, 28 mins","8910.0","2 hrs, 28 mins","SCR/CPIS not working"
"Audit / IG / access investigation","CS1698201","Leeds Teaching Hospitals NHS Trust","4 - Low","02/12/2025 16:00:30","04/12/2025 17:16:42","177372","2 days, 1 hrs, 16 mins","90971.0","1 days, 1 hrs, 16 mins","177371.0","2 days, 1 hrs, 16 mins","National Patient Safety Alert - Audit of ""penicillamine"""
"DAD / HL7 / interface messaging","CS1699444","Health Service Executive","3 - Medium","04/12/2025 12:33:44","19/12/2025 09:10:20","1283796","14 days, 20 hrs, 36 mins","258425.0","2 days, 23 hrs, 47 mins","893916.0","10 days, 8 hrs, 18 mins","GP MFN interface does not apply the information correctly"
"Audit / IG / access investigation","CS1699783","Health Service Executive","4 - Low","04/12/2025 22:12:33","11/12/2025 09:38:15","559542","6 days, 11 hrs, 25 mins","56358.0","15 hrs, 39 mins","325605.0","3 days, 18 hrs, 26 mins","Pulling in GP details"
"Performance / outage / errors","CS1700043","Mid Yorkshire Teaching NHS Trust","3 - Medium","05/12/2025 11:19:29","24/12/2025 15:27:21","1656472","19 days, 4 hrs, 7 mins","4338.0","1 hrs, 12 mins","4420.0","1 hrs, 13 mins","Symphony printing issues on Windows 11"
"DAD / HL7 / interface messaging","CS1700322","Northern Care Alliance NHS Foundation Trust","3 - Medium","05/12/2025 15:55:32","05/12/2025 17:03:45","4093","0 days, 1 hrs, 8 mins","705.0","11 mins","705.0","11 mins","Symphony Failover Cluster is not showing DAD"
"DAD / HL7 / interface messaging","CS1700704","South Tees Hospitals NHS Foundation Trust","3 - Medium","08/12/2025 10:39:14","08/12/2025 13:42:34","11000","0 days, 3 hrs, 3 mins","8807.0","2 hrs, 26 mins","8807.0","2 hrs, 26 mins","Restart of Symphony DAD required"
"DAD / HL7 / interface messaging","CS1700964","North West Anglia NHS Foundation Trust","4 - Low","08/12/2025 13:39:54","08/12/2025 17:55:16","15322","0 days, 4 hrs, 15 mins","10112.0","2 hrs, 48 mins","13082.0","3 hrs, 38 mins","Test interface "
"Audit / IG / access investigation","CS1701036","Western Sussex Hospitals NHS Trust","4 - Low","08/12/2025 14:52:06","09/12/2025 15:31:20","88754","1 days, 0 hrs, 39 mins","26494.0","7 hrs, 21 mins","84094.0","23 hrs, 21 mins","Staff SSRS"
"Audit / IG / access investigation","CS1701492","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","3 - Medium","09/12/2025 11:08:21","12/12/2025 16:19:19","277858","3 days, 5 hrs, 10 mins","4769.0","1 hrs, 19 mins","4769.0","1 hrs, 19 mins","Potential Corrupt Messages in Symphony"
"DAD / HL7 / interface messaging","CS1701568","North West Anglia NHS Foundation Trust","4 - Low","09/12/2025 11:54:22","23/12/2025 11:47:47","1209205","13 days, 23 hrs, 53 mins","287605.0","3 days, 7 hrs, 53 mins","1209205.0","13 days, 23 hrs, 53 mins","Test - errors now interface working"
"Audit / IG / access investigation","CS1701736","Leeds Teaching Hospitals NHS Trust","3 - Medium","09/12/2025 14:13:08","16/12/2025 15:08:59","608151","7 days, 0 hrs, 55 mins","155811.0","1 days, 19 hrs, 16 mins","285411.0","3 days, 7 hrs, 16 mins","Bed available requests are not showing correctly on the system."
"DAD / HL7 / interface messaging","CS1701898","Northern Lincolnshire And Goole NHS Foundation Trust","2 - High","09/12/2025 16:26:41","09/12/2025 17:48:36","4915","0 days, 1 hrs, 21 mins","4715.0","1 hrs, 18 mins","4715.0","1 hrs, 18 mins","DAD Interface down"
"Audit / IG / access investigation","CS1702346","Northern Lincolnshire And Goole NHS Foundation Trust","3 - Medium","10/12/2025 12:05:51","12/12/2025 10:49:49","168238","1 days, 22 hrs, 43 mins","11624.0","3 hrs, 13 mins","11624.0","3 hrs, 13 mins","Symphony ADT Outbound"
"DAD / HL7 / interface messaging","CS1702522","Aneurin Bevan University Healthboard","3 - Medium","10/12/2025 12:46:29","11/12/2025 09:28:35","74526","0 days, 20 hrs, 42 mins","14503.0","4 hrs, 1 mins","14503.0","4 hrs, 1 mins","Patient merge may have deleted attendances"
"DAD / HL7 / interface messaging","CS1702847","University Hospital Southampton NHS Foundation Trust","2 - High","11/12/2025 00:07:08","11/12/2025 09:40:07","34379","0 days, 9 hrs, 32 mins","31197.0","8 hrs, 39 mins","31197.0","8 hrs, 39 mins","CTM alert messages queueing"
"DAD / HL7 / interface messaging","CS1702848","Wye Valley NHS Trust","2 - High","11/12/2025 06:44:18","11/12/2025 09:48:20","11042","0 days, 3 hrs, 4 mins","6186.0","1 hrs, 43 mins","6186.0","1 hrs, 43 mins","DAD Restart"
"DAD / HL7 / interface messaging","CS1702991","North West Anglia NHS Foundation Trust","3 - Medium","11/12/2025 10:02:10","11/12/2025 14:19:27","15437","0 days, 4 hrs, 17 mins","10486.0","2 hrs, 54 mins","10486.0","2 hrs, 54 mins","Build up of ADT A08 - Post Discharge Messages"
"Audit / IG / access investigation","CS1703141","Aneurin Bevan LHB-Blaenau Gwent Locality","4 - Low","11/12/2025 11:36:57","15/12/2025 11:59:42","346965","4 days, 0 hrs, 22 mins","","","","","I would like to look at the generic docs for the DAD "
"Audit / IG / access investigation","CS1703197","Northampton General Hospital NHS Trust","4 - Low","11/12/2025 12:06:44","19/12/2025 13:17:13","695429","8 days, 1 hrs, 10 mins","42703.0","11 hrs, 51 mins","100303.0","1 days, 3 hrs, 51 mins","Running a patient/staff audit"
"DAD / HL7 / interface messaging","CS1703348","Swansea Bay University Health Board","3 - Medium","11/12/2025 14:20:15","12/12/2025 12:41:11","80456","0 days, 22 hrs, 20 mins","12464.0","3 hrs, 27 mins","68264.0","18 hrs, 57 mins","User unable to log into fat client"
"DAD / HL7 / interface messaging","CS1704143","Western Sussex Hospitals NHS Trust","2 - High","13/12/2025 09:20:23","13/12/2025 09:38:29","1086","0 days, 0 hrs, 18 mins","1086.0","18 mins","1086.0","18 mins","Msssages not going through to PAS OOH"
"Audit / IG / access investigation","CS1704324","NHS Ayrshire and Arran","4 - Low","15/12/2025 10:02:41","17/12/2025 11:06:36","176635","2 days, 1 hrs, 3 mins","55497.0","15 hrs, 24 mins","170697.0","1 days, 23 hrs, 24 mins","CHI number validation query"
"Audit / IG / access investigation","CS1704473","Aneurin Bevan University Healthboard","4 - Low","15/12/2025 11:40:11","16/12/2025 12:36:12","89761","1 days, 0 hrs, 56 mins","32161.0","8 hrs, 56 mins","89761.0","1 days, 56 mins","I would like to look at the generic docs for the DAD "
"Audit / IG / access investigation","CS1704720","Mid Yorkshire Teaching NHS Trust","4 - Low","15/12/2025 14:59:40","15/12/2025 16:21:15","4895","0 days, 1 hrs, 21 mins","3380.0","56 mins","3380.0","56 mins","MSMQ - Symphony server use?"
"Audit / IG / access investigation","CS1704870","Betsi Cadwaladr University Healthboard","4 - Low","15/12/2025 16:57:28","16/12/2025 10:54:34","64626","0 days, 17 hrs, 57 mins","7026.0","1 hrs, 57 mins","64626.0","17 hrs, 57 mins","Unable to ViewPDFs in the View E-docs"
"DAD / HL7 / interface messaging","CS1705147","Torbay and South Devon NHS Foundation Trust","3 - Medium","16/12/2025 11:07:12","16/12/2025 11:26:23","1151","0 days, 0 hrs, 19 mins","1151.0","19 mins","1151.0","19 mins","Microsoft Update"
"Audit / IG / access investigation","CS1705976","Luton And Dunstable Hospital NHS Foundation Trust","4 - Low","17/12/2025 12:28:00","14/01/2026 01:14:28","2378788","27 days, 12 hrs, 46 mins","4121.0","1 hrs, 8 mins","4121.0","1 hrs, 8 mins","Acuity Score audit report"
"Audit / IG / access investigation","CS1707674","South Tees Hospitals NHS Foundation Trust","4 - Low","22/12/2025 08:43:12","23/12/2025 12:26:57","99825","1 days, 3 hrs, 43 mins","39943.0","11 hrs, 5 mins","98551.0","1 days, 3 hrs, 22 mins","Patient 4063779327"
"Audit / IG / access investigation","CS1707932","Western Sussex Hospitals NHS Trust","3 - Medium","22/12/2025 11:53:51","22/12/2025 12:55:55","3724","0 days, 1 hrs, 2 mins","3724.0","1 hrs, 2 mins","3724.0","1 hrs, 2 mins","Unable to discharge patient"
"DAD / HL7 / interface messaging","CS1709022","Swansea Bay University Health Board","3 - Medium","24/12/2025 12:31:51","24/12/2025 15:02:23","9032","0 days, 2 hrs, 30 mins","7178.0","1 hrs, 59 mins","7178.0","1 hrs, 59 mins","MPI and Omnicell messages queued"
"Audit / IG / access investigation","CS1709157","Health Service Executive","4 - Low","24/12/2025 17:48:25","24/12/2025 17:52:31","246","0 days, 0 hrs, 4 mins","0.0","","246.0","4 mins","NAAS - Audit Request"
"DAD / HL7 / interface messaging","CS1709237","Western Sussex Hospitals NHS Trust","3 - Medium","29/12/2025 08:09:51","30/12/2025 11:04:25","96874","1 days, 2 hrs, 54 mins","24282.0","6 hrs, 44 mins","27291.0","7 hrs, 34 mins","Inactive values are still showing "
"Audit / IG / access investigation","CS1709292","Torbay and South Devon NHS Foundation Trust","3 - Medium","29/12/2025 09:09:28","29/12/2025 14:26:31","19023","0 days, 5 hrs, 17 mins","15428.0","4 hrs, 17 mins","15428.0","4 hrs, 17 mins","Re-use password on generic account"
"Audit / IG / access investigation","CS1709638","Bedford Hospital NHS Trust","4 - Low","29/12/2025 14:31:58","29/12/2025 16:27:10","6912","0 days, 1 hrs, 55 mins","6912.0","1 hrs, 55 mins","6912.0","1 hrs, 55 mins","A&E episode not going through to iPM"
"Performance / outage / errors","CS1710924","Western Sussex Hospitals NHS Trust","4 - Low","02/01/2026 09:48:38","22/01/2026 16:50:11","1753293","20 days, 7 hrs, 1 mins","144783.0","1 days, 16 hrs, 13 mins","550369.0","6 days, 8 hrs, 52 mins","Booked appointment issue"
"Audit / IG / access investigation","CS1711713","Luton And Dunstable Hospital NHS Foundation Trust","4 - Low","05/01/2026 11:38:17","06/01/2026 15:04:59","98802","1 days, 3 hrs, 26 mins","55602.0","15 hrs, 26 mins","98802.0","1 days, 3 hrs, 26 mins","Allergy to Penicillin to Patient Details audit"
"Audit / IG / access investigation","CS1711755","Health Service Executive","4 - Low","05/01/2026 12:09:37","14/01/2026 12:17:27","778070","9 days, 0 hrs, 7 mins","34818.0","9 hrs, 40 mins","39830.0","11 hrs, 3 mins","Issue with location Bay J symphony"
"DAD / HL7 / interface messaging","CS1712055","South Tees Hospitals NHS Foundation Trust","2 - High","05/01/2026 16:19:37","06/01/2026 09:59:34","63597","0 days, 17 hrs, 39 mins","9178.0","2 hrs, 32 mins","9178.0","2 hrs, 32 mins","not PAS interface EIE and Symphony"
"Audit / IG / access investigation","CS1712298","Northern Lincolnshire And Goole NHS Foundation Trust","3 - Medium","06/01/2026 09:52:43","08/01/2026 13:42:42","186599","2 days, 3 hrs, 49 mins","34048.0","9 hrs, 27 mins","34048.0","9 hrs, 27 mins","Slow Indexing"
"Audit / IG / access investigation","CS1712776","Children's Health Ireland","4 - Low","06/01/2026 15:39:44","10/02/2026 11:33:31","3009227","34 days, 19 hrs, 53 mins","178106.0","2 days, 1 hrs, 28 mins","926906.0","10 days, 17 hrs, 28 mins","Staff audit"
"Audit / IG / access investigation","CS1712953","North West Anglia NHS Foundation Trust","2 - High","07/01/2026 08:38:00","07/01/2026 14:38:49","21649","0 days, 6 hrs, 0 mins","4916.0","1 hrs, 21 mins","4916.0","1 hrs, 21 mins","SCR/CPIS restart asap please"
"Audit / IG / access investigation","CS1713008","Isle Of Wight NHS Trust","4 - Low","07/01/2026 09:17:30","08/01/2026 12:21:00","97410","1 days, 3 hrs, 3 mins","39233.0","10 hrs, 53 mins","44637.0","12 hrs, 23 mins","Injury Screen Prompt"
"DAD / HL7 / interface messaging","CS1713875","North West Anglia NHS Foundation Trust","4 - Low","08/01/2026 10:04:31","08/01/2026 10:27:47","1396","0 days, 0 hrs, 23 mins","1396.0","23 mins","1396.0","23 mins","Patient entered in error"
"DAD / HL7 / interface messaging","CS1715209","Brighton And Sussex University Hospitals NHS Trust","2 - High","09/01/2026 20:07:29","09/01/2026 21:47:53","6024","0 days, 1 hrs, 40 mins","887.0","14 mins","887.0","14 mins","OOH - DAD Interface"
"DAD / HL7 / interface messaging","CS1715232","South Tees Hospitals NHS Foundation Trust","4 - Low","10/01/2026 13:04:35","15/01/2026 11:53:37","427742","4 days, 22 hrs, 49 mins","90041.0","1 days, 1 hrs","420966.0","4 days, 20 hrs, 56 mins","Patient record incorrectly deleted "
"DAD / HL7 / interface messaging","CS1715787","Wye Valley NHS Trust","4 - Low","12/01/2026 14:17:08","05/02/2026 01:44:29","2028441","23 days, 11 hrs, 27 mins","103455.0","1 days, 4 hrs, 44 mins","449820.0","5 days, 4 hrs, 57 mins","NHS 111 interface not working "
"Audit / IG / access investigation","CS1715971","Aneurin Bevan University Healthboard","4 - Low","12/01/2026 17:06:38","13/01/2026 13:08:14","72096","0 days, 20 hrs, 1 mins","8993.0","2 hrs, 29 mins","66195.0","18 hrs, 23 mins","Staff Account "
"DAD / HL7 / interface messaging","CS1717236","Children's Health Ireland","4 - Low","14/01/2026 11:59:26","22/01/2026 16:53:39","708853","8 days, 4 hrs, 54 mins","718.0","11 mins","718.0","11 mins","New Template will not print"
"DAD / HL7 / interface messaging","CS1717618","Wye Valley NHS Trust","2 - High","15/01/2026 07:00:20","15/01/2026 09:08:35","7695","0 days, 2 hrs, 8 mins","7695.0","2 hrs, 8 mins","7695.0","2 hrs, 8 mins","DAD Restart"
"Audit / IG / access investigation","CS1718132","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","4 - Low","15/01/2026 13:37:58","22/01/2026 14:02:30","606272","7 days, 0 hrs, 24 mins","18193.0","5 hrs, 3 mins","19052.0","5 hrs, 17 mins","Adastra Outbound DAD Messaging"
"DAD / HL7 / interface messaging","CS1718901","North West Anglia NHS Foundation Trust","3 - Medium","16/01/2026 13:20:07","30/01/2026 14:39:48","1214381","14 days, 1 hrs, 19 mins","14564.0","4 hrs, 2 mins","240571.0","2 days, 18 hrs, 49 mins","111 scheduling failure"
"Audit / IG / access investigation","CS1719236","Leeds Teaching Hospitals NHS Trust","3 - Medium","19/01/2026 08:55:36","22/01/2026 13:20:14","275078","3 days, 4 hrs, 24 mins","7865.0","2 hrs, 11 mins","7865.0","2 hrs, 11 mins","IG Audit"
"Audit / IG / access investigation","CS1719242","Leeds Teaching Hospitals NHS Trust","3 - Medium","19/01/2026 08:58:46","22/01/2026 13:21:05","274939","3 days, 4 hrs, 22 mins","27336.0","7 hrs, 35 mins","27336.0","7 hrs, 35 mins","IG audit request"
"Audit / IG / access investigation","CS1720656","Health Service Executive","4 - Low","20/01/2026 14:53:16","20/01/2026 16:10:32","4636","0 days, 1 hrs, 17 mins","1531.0","25 mins","1531.0","25 mins","Query clinic access"
"DAD / HL7 / interface messaging","CS1721145","Leeds Teaching Hospitals NHS Trust","3 - Medium","21/01/2026 11:19:20","28/01/2026 16:58:27","625147","7 days, 5 hrs, 39 mins","58854.0","16 hrs, 20 mins","102054.0","1 days, 4 hrs, 20 mins","Discharge letter message split into 2 messages"
"Audit / IG / access investigation","CS1721176","South Tees Hospitals NHS Foundation Trust","3 - Medium","21/01/2026 11:42:32","22/01/2026 10:15:52","81200","0 days, 22 hrs, 33 mins","23600.0","6 hrs, 33 mins","81200.0","22 hrs, 33 mins","Subject access request"
"Audit / IG / access investigation","CS1721179","South Tees Hospitals NHS Foundation Trust","4 - Low","21/01/2026 11:44:33","21/01/2026 13:18:33","5640","0 days, 1 hrs, 34 mins","5640.0","1 hrs, 34 mins","5640.0","1 hrs, 34 mins","Subject Access Request"
"Audit / IG / access investigation","CS1723601","Mid Yorkshire Teaching NHS Trust","3 - Medium","26/01/2026 13:38:17","28/01/2026 12:24:56","168399","1 days, 22 hrs, 46 mins","53199.0","14 hrs, 46 mins","168399.0","1 days, 22 hrs, 46 mins","FW: Audit of patient record"
"Performance / outage / errors","CS1723630","Leeds Teaching Hospitals NHS Trust","3 - Medium","26/01/2026 14:02:16","30/01/2026 14:50:22","348486","4 days, 0 hrs, 48 mins","146368.0","1 days, 16 hrs, 39 mins","276519.0","3 days, 4 hrs, 48 mins","Interface error"
"Audit / IG / access investigation","CS1723651","Health Service Executive","4 - Low","26/01/2026 14:15:20","28/01/2026 12:07:44","165144","1 days, 21 hrs, 52 mins","49944.0","13 hrs, 52 mins","165144.0","1 days, 21 hrs, 52 mins","Patient stuck in location Major 9"
"DAD / HL7 / interface messaging","CS1723745","Swansea Bay University Health Board","3 - Medium","26/01/2026 15:30:38","27/01/2026 10:50:44","69606","0 days, 19 hrs, 20 mins","8594.0","2 hrs, 23 mins","10516.0","2 hrs, 55 mins","Omnicell and MPI DAD outbound messages queued"
"DAD / HL7 / interface messaging","CS1723826","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","3 - Medium","26/01/2026 16:42:01","26/01/2026 17:11:35","1774","0 days, 0 hrs, 29 mins","1079.0","17 mins","1774.0","29 mins","CTM alert messages queued "
"Audit / IG / access investigation","CS1724878","Torbay and South Devon NHS Foundation Trust","2 - High","28/01/2026 08:40:28","28/01/2026 10:11:39","5471","0 days, 1 hrs, 31 mins","624.0","10 mins","624.0","10 mins","Slow performance"
"DAD / HL7 / interface messaging","CS1725163","Wye Valley NHS Trust","3 - Medium","28/01/2026 11:39:55","30/01/2026 16:56:27","191792","2 days, 5 hrs, 16 mins","1188.0","19 mins","1188.0","19 mins","Sending messages to Maxims medical tracker"
"DAD / HL7 / interface messaging","CS1726342","Wye Valley NHS Trust","2 - High","29/01/2026 18:38:13","29/01/2026 18:53:30","917","0 days, 0 hrs, 15 mins","917.0","15 mins","917.0","15 mins","Mesages not going to maxims"
"Audit / IG / access investigation","CS1726859","Mid Yorkshire Teaching NHS Trust","3 - Medium","30/01/2026 14:56:58","02/02/2026 15:38:37","261699","3 days, 0 hrs, 41 mins","31299.0","8 hrs, 41 mins","261699.0","3 days, 41 mins","FW: Our ref: PE107366   FW: Possible Unauthorised Records Access 438 359 0039"
"Audit / IG / access investigation","CS1727058","Mid Yorkshire Teaching NHS Trust","3 - Medium","02/02/2026 07:24:31","02/02/2026 10:18:27","10436","0 days, 2 hrs, 53 mins","4707.0","1 hrs, 18 mins","9131.0","2 hrs, 32 mins","MidYorks: HL7 PAS Messages queueing: Symphony"
"DAD / HL7 / interface messaging","CS1727069","Western Sussex Hospitals NHS Trust","3 - Medium","02/02/2026 08:13:38","02/02/2026 13:35:41","19323","0 days, 5 hrs, 22 mins","15746.0","4 hrs, 22 mins","18198.0","5 hrs, 3 mins","A04 System Error"
"DAD / HL7 / interface messaging","CS1727606","Isle Of Wight NHS Trust","4 - Low","02/02/2026 13:21:12","02/02/2026 14:24:34","3802","0 days, 1 hrs, 3 mins","3489.0","58 mins","3489.0","58 mins","Restart the DAD"
"Audit / IG / access investigation","CS1727616","Luton And Dunstable Hospital NHS Foundation Trust","3 - Medium","02/02/2026 13:28:27","26/02/2026 00:19:34","2026267","23 days, 10 hrs, 51 mins","131420.0","1 days, 12 hrs, 30 mins","304220.0","3 days, 12 hrs, 30 mins","Symphony suspended messages"
"DAD / HL7 / interface messaging","CS1728432","South Tees Hospitals NHS Foundation Trust","3 - Medium","03/02/2026 12:26:15","03/02/2026 12:49:26","1391","0 days, 0 hrs, 23 mins","1391.0","23 mins","1391.0","23 mins","Test DAD restart"
"Audit / IG / access investigation","CS1728435","Northampton General Hospital NHS Trust","4 - Low","03/02/2026 12:27:57","17/02/2026 01:24:29","1169792","13 days, 12 hrs, 56 mins","13829.0","3 hrs, 50 mins","13829.0","3 hrs, 50 mins","Audit on Symphony"
"Audit / IG / access investigation","CS1728440","Northampton General Hospital NHS Trust","4 - Low","03/02/2026 12:31:40","05/02/2026 16:17:51","186371","2 days, 3 hrs, 46 mins","11587.0","3 hrs, 13 mins","11587.0","3 hrs, 13 mins","Audit on Symphony"
