Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1726491,DSS warnings not showing on the system,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1726495,Missing Suppliers Report - NHS SBS AP Interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1726530,Berkshire - Daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1726531,HL7,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1726926,EPMA Installs on Windows 11 24H2,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1726975,contract upload editor,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1727022,[On-Call] - Nurse Supply Request,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1727281,Alert came through to Support from Ops Team,Notifications & Communications,Alerts,High,Case relates to system alert configuration or missing automated alerts.,No
CS1727407,Standalone still not working,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1727426,Stock take sheet (landscape),Configuration & Administration,Configuration Change,High,"Case involves dispensing label printing, printer configuration, forms, or templates.",No
CS1727440,Amending PAS consultant codes,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1727442,item search,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1727444,Supplier Editor,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1727452,Record disappeared,Data Management,Data Recovery,High,"Case involves record restoration, patient record merging, or deleted data recovery.",No
CS1727486,Unable to Record administration of PRN dose,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1727559,Invoices not pulling through,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1727763,Patient Merge request,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1727785,One PC in OP Pharmacy has an odd label layout,Configuration & Administration,Configuration Change,High,"Case involves dispensing label printing, printer configuration, forms, or templates.",No
CS1727827,Please action invoice issues as attached,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1727877,X ref CS1727827 - Case to delete old invoices from wmediate table,Data Management,Data Recovery,High,"Case involves record restoration, patient record merging, or deleted data recovery.",No
CS1727925,SQL Job failure,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1727935,Changes to CaMIS/e CaMIS  prefix.,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1728023,Client install failure,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1728052,Test not working,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1728090,TIE feed not working,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1728261,"PALIPERIODONE PALMITATE LOCKED VIA ANOTHER TERMIAL, PLEASE UNLOCK",Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1728330,GHT-EMISLIV-RP2,Performance & Availability,Availability,High,"Case reports application outage, pharmacy system down, or service unavailability.",No
CS1728415,BD need to set up a call to look at the Pyxis cabinets interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1728458,Order missing from receive goods screen,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1728579,Ward Addition to ward stock interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1728742,Order printing,Configuration & Administration,Configuration Change,High,"Case involves dispensing label printing, printer configuration, forms, or templates.",No
CS1729163,SYSTEM SLOW,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1729250,Standalone S19615 Failed again,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1729264,Duplicate Patient,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1729268,Merging patient records,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1729404,Sticky Note Issue,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1729470,[The job failed.] SQL Server Job System,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1729484,Force password change box ticked,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1729610,2nd Stanalone PC failed again S19465,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1729622,Query with Item Enquiry product,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1729629,Unable to create / edit stock sheets,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1729669,Overnight job failure,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1729677,TESTING 10:22,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1729782,Deprecation of SMTP Basic Authentication for Exchange Online,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1730130,Change List Code,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1730175,CONTRACT EDITOR UPLOAD,User Guidance & Training,How-To Request,High,"Case involves operational guidance, pharmacy usage assistance, or release notes documentation.",No
CS1730211,Remove/Hide Allergy Option - Penicillin,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1730270,Removal of unneeded Patient specific order line,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1730289,Patients appear on Meds Due For Wards desktop that are diseased or Discharged,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1730300,new guidelines affecting Penicillin and Penicillamine allergies.,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1730305,nightly error report The last SnapDate from rfinancialsnapshot does not match,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1730380,Unable to merge multiple patient episodes,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1730389,Ascribe ADT interface not working,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1730416,Duplicate patient,Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1730469,PAS Interface - Messages have stopped,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1730573,CIVAS line price issues.,Data Management,Data Correction,High,"Case involves database scripts, stock level corrections, contract price fixes, or manual data fixes.",No
CS1730625,Updating of BNF Link on Ascribe,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1730676,Cannot merge patient records,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1730681,Nurse locked dose - Administration required ASAP,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1730708,overnight job failure standalone,Data Management,Data Correction,High,"Case involves database scripts, stock level corrections, contract price fixes, or manual data fixes.",No
CS1730738,Patient merges in EMIS---related with CS1725402,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1730903,Incorrect expiry showing on printed worksheets,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1731020,Windows Version Compatability,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1731323,Muhammed reported Nurse Supply Request desktop not available,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1731439,Service Unavailable message on BCPC HIS523116,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1731475,Product lines added when?,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1731482,Unable to override lock to change presription,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1731512,weekly SQL agent job failure,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1731581,Stock Take printing landscape instead of portrait,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1731590,When accessing a patient they get error has occurred,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1731611,More patient merges,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1731647,ePMA Crashing when accessing drug charts,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1731656,when dispensing insulin the whole list doesn't appear as everyone elses.,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1732155,Hide sites?,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1732362,LIVE 10.23 - SQL Server Job System: 'EHSC_HAP_LIVE - Interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1732465,regarding case: CS1716015,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1732503,ascribe client,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1732525,Wrong NSV,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1732574,Patient still appearing in EPMA after discharge.,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1732730,Reports created on the ePMA reporting model are timing out and not running,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1732740,ePMA - Patient stuck in clinical checking,Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1732806,Missing lines from list when searching for new product in PMR,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1732910,Item enquiry error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1732962,Fw: Case CS1707963 comments added FAO Ian Holden,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1732980,Updates to Test,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1733032,REPORTS,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1733040,Nurse supply down,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1733076,Invoices passed (Not uploaded to genfin),Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1733111,The robot will not connect to the dispensing system,Configuration & Administration,Configuration Change,High,"Case involves dispensing label printing, printer configuration, forms, or templates.",No
CS1733289,case CS1730305 not resolved,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1733387,Standalone backups look out of date,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1733402,Terminal activation,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1733537,error when dispensing via the Robot and getting picking tickets,Configuration & Administration,Configuration Change,High,"Case involves dispensing label printing, printer configuration, forms, or templates.",No
CS1733639,Medication Marked For Discharge,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1733746,Nurse supply down,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1733758,syadmin roles,Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1733780,Active X Error in Test Environment only,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1733804,sessions locking patients and not being closed after alloted time,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1733832,Windows 11 compatability.,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1733844,Unable to activate terminals following W11 upgrade,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1733869,missing Prescription,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1733947,DER632S on 442,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1733950,Stock Take Prints,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1734034,screen is small in dss window,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1734122,LIVE 10.23 - Can't Return Stock from Patient Dispensing,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1734173,Medicines due for ward options,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1734193,PAS Messages,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1734242,EMIS not working,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1734374,EMIS not working,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1734509,Urgent - Remove supplier from GENFIN,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1734671,Penicillamine allergy report,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1734718,Finance (with Limits) Module,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1734729,LIVE 10.23 - Old Orders Appearing on Current Admission - 2026,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1734738,LIVE 10.23 - Duplicate Order Numbers Showing Different Med Orders,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1734879,Terminal not appearing in Editor - Generic,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1734957,Error when authorising orders,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1734958,"Invoices passed on EMIS, not uploaded to genfin",Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1735006,Primary Keys,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1735008,secondary warning change won't save on LIO010I,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1735054,Added contract prices dropping off,Data Management,Data Correction,High,Contract price drop-off database correction.,No
CS1735268,NHS SBS AP Interface Missing Invoice,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1735597,EPMA - cannot administer medication,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1735691,Live 10.23 - HGH Standard Labels Printing over 2 Labels,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1735991,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1736071,To Follow option,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1736187,Ascribe - Unable to dispense medications,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1736268,Wardstock list with global barcode,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1736275,One patient's drug chart extremely slow to load,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1736453,Bag label settings,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1736457,Eye/Ear/Nasal drop expiry,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1736666,Costing and issue price,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1736811,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1736822,Picking ticket created with same number,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1736930,FW: SIM card order,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1736961,Queue on TIE Oubound IP transmitter on ICMPRES,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1737010,Robot Linking Files,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1737050,EMIS Pharmacy background service,Configuration & Administration,System Administration,High,Pharmacy background service administration.,No
CS1737133,Training & Testing Instance Down,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1737483,Compatible with Handheld device,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1737605,Genfin output file not created for new site 62 Boole,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1737614,Two items cancelled still onTF,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1737646,ADT Feed not working,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1737660,Removal of stat dose,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1737667,LIVE 10.23 - Can't Authorise for Supplier SPIN1,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1737681,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1737693,Training Environment password reset,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1737732,FW: Overdue invoices - 98068 WORC ROYAL HOSP (Worcs Acute Hosp NHST),Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1737744,We have a corrupt EDI file when completing EDI transfer into Ascribe.,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1737906,TIE Downtime and testing of message numbers,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1737938,"2 new users on Medecator Plus, are unable to access Returns,",Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1738145,patient banner has disappeared,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1738244,Delivery notes to be purged,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1738259,rep[orts failed overnight,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1738386,Access to PCHSRS01 server,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1738390,ePMA - Patient stuck in clinical checking,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1738423,Change Location Code,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1738474,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1738569,Ascribe working very slow,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1738582,Ward stock interface issue,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1738585,Issue with ascribe in CTD only 2 PCs working and not at usual speed,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1738613,Delivery note for ward THE is not clearing after printing,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1738647,Failure sending mail: An internal error occurred on the report server. See the e,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1738697,Patient merge in EMIS,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1738720,Product Lookup Code,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1739062,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1739065,Secure Remote Access,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1739248,Issue with SSRS administration report,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1739483,Audit Log Viewer,Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1739497,Unable to administer Drugs on PT S005930,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1739712,Change Residing Location,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1739713,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1739719,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1739761,EMIS,Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1739810,[The job failed.] SQL Server Job System: 'ePMA Reporting 10.22',Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1739846,SQL Agent job failure,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1739895,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1739981,Administrator role unavailable to all Admis after new Role testing,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1740030,Location Editor Error,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1740162,Unable to administer paracetamol for patient,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1740191,Error message,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1740340,search and delete,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1740361,"EMIS Ascribe Reporting for Bury, Rochdale and Oldham are not working",Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1740414,Process for Updating the Testing System with Live System Data,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1740516,EIE pas interface has a muild up of messages,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1740523,Nursing desktop is down,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1740688,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1740696,User has locked patient PMR,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1740706,Critical medicine locked by another user,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1740746,W transaction,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1740816,Unable to Merge episodes,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1740894,Query - Unknown Consultant,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1740952,slow response from ascribe on laptop,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
